,Unnamed: 0,facility,latitude,longitude,altitude,accuracy,kmfl_new,kmfl,nn?,keph_level,county,constituency,sub_county,ward,keph_level_new,Ownership,QQ2,Q2,QQ3,20km_to_level4,10km_to_level4,15km_to_level4,5km_to_level4,7_5km_to_level4,12_5km_to_level4,17_5km_to_level4
825,825,Kijabe (AIC) Hospital,-0.94639,36.59521,2121.7,10.4,n_10602,n,10602,Level 5,Kiambu,Lari,Lari,Kijabe,Level 5,Faith Based Organization,rural,Rural,Hospital,0,0,0,0,0,0,0
826,826,Kiria-ini Mission Hospital,-0.602037,36.951568,1879.0,20.0,n_10627,n,10627,Level 4,Murang'a,Mathioya,Mathioya,Kiru,Level 4,Faith Based Organization,urban,Urban,Hospital,0,0,0,0,0,0,0
827,827,Naromoru Health Centre,-0.166467,37.021675,1746.300049,8.375,n_10822,n,10822,Level 3,Nyeri,Kieni,Kieni East,Naromoru/Kiamathaga,Level 3,Government/Public entity,urban,Urban,Health Center,0,0,0,0,0,0,0
828,828,Bomu Medical Hospital (Changamwe),-4.027162,39.617473,34.600002,18.583,n_11258,n,11258,Level 4,Mombasa,Changamwe,Changamwe,Port Reitz,Level 4,Faith Based Organization,urban,Urban,Hospital,0,0,0,0,0,0,0
829,829,Mewa Hospital,-4.053141,39.661506,-7.1,19.721001,n_11600,n,11600,Level 4,Mombasa,Mvita,Mvita,Majengo,Level 4,Faith Based Organization,urban,Urban,Hospital,0,0,0,0,0,0,0
830,830,Ngao Sub County Hospital,-2.412062,40.201761,6.4,4.95,n_11711,n,11711,Level 4,Tana River,Garsen,Garsen,Garsen South,Level 4,Government/Public entity,rural,Rural,Hospital,0,0,0,0,0,0,0
831,831,Chogoria (PCEA) Hospital,-0.230482,37.62794,1552.1,1.533,n_11970,n,11970,Level 5,Tharaka-Nithi,Maara,Mwimbi,Chogoria,Level 5,Faith Based Organization,urban,Urban,Hospital,0,0,0,0,0,0,0
832,832,ISMC services Hospital,2.328602,37.990556,1341.099976,23.6,n_12066,n,12066,Level 4,Marsabit,Saku,Saku,Marsabit Central,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
833,833,Ikutha Sub County Hospital,-2.065574,38.177355,769.4,21.6,n_12080,n,12080,Level 4,Kitui,Kitui South,Kitui South,Ikutha,Level 4,Government/Public entity,urban,Urban,Hospital,0,0,0,0,0,0,0
834,834,Doctors Centre,-1.371796,38.013412,1128.800049,4.2,n_12112,n,12112,Level 2,Kitui,Kitui Central,Kitui Central,Township,Level 2,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
835,835,Makindu Sub County Hospital,-2.283716,37.82468,983.900024,5.466,n_12455,n,12455,Level 4,Makueni,Kibwezi West,Kibwezi West,Makindu,Level 4,Government/Public entity,urban,Urban,Hospital,0,0,0,0,0,0,0
836,836,Matiliku Sub County Hospital,-1.949151,37.53563,1090.400024,8.8,n_12485,n,12485,Level 4,Makueni,Makueni,Makueni,Nzaui/Kilili/Kalamba,Level 4,Government/Public entity,rural,Rural,Hospital,0,0,0,0,0,0,0
837,837,Migwani Sub County Hospital,-1.095467,38.019395,1155.7,9.025,n_12523,n,12523,Level 4,Kitui,Mwingi West,Mwingi West,Migwani,Level 4,Government/Public entity,rural,Rural,Hospital,0,0,0,0,0,0,0
838,838,Sultan Hamud Sub County Hospital,-2.016591,37.377901,1206.700073,6.657,n_12777,n,12777,Level 4,Makueni,Kilome,Kilome,Kasikeu,Level 4,Government/Public entity,urban,Urban,Hospital,0,0,0,0,0,0,0
839,839,Tawa Sub County Hospial,-1.547731,37.46647,1288.099976,20.0,n_12787,n,12787,Level 4,Makueni,Mbooni,Mbooni,Kiteta-kisau,Level 4,Government/Public entity,rural,Rural,Hospital,0,0,0,1,0,0,0
840,840,Jumuia Hospital (Huruma),-1.26051,36.874859,1602.200073,6.104,n_129720,n,129720,Level 4,Nairobi,Mathare,Mathare,Kiamaiko,Level 4,Faith Based Organization,urban,Urban,Hospital,0,0,0,0,0,0,0
841,841,St Francis Community Hospital,-1.225228,36.916262,1572.400024,14.219,n_13202,n,13202,Level 4,Nairobi,Kasarani,Kasarani,Clay City,Level 4,Faith Based Organization,urban,Urban,Hospital,0,0,0,0,0,0,0
842,842,Victory Hospital,-1.281597,36.896612,1603.599976,13.903,n_13247,n,13247,Level 4,Nairobi,Embakasi West,Embakasi West,Umoja I,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
843,843,Mandera Central Sub county Hospital,2.809829,40.933377,361.399994,2.1,n_13335,n,13335,Level 4,Mandera,Mandera South,Mandera South,Elwak North,Level 4,Government/Public entity,rural,Rural,Hospital,0,0,0,0,0,0,0
844,844,Mandera West Sub County Hospital,3.392523,40.226253,559.007324,4.137,n_13445,n,13445,Level 4,Mandera,Mandera West,Mandera West,Takaba,Level 4,Government/Public entity,urban,Urban,Hospital,0,0,0,0,0,0,0
845,845,Hema Hospital,-0.675024,34.76991,1689.521,6.504,n_13603,n,13603,Level 4,Kisii,Kitutu Chache South,Kitutu Chache South,Kitutu Central,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
846,846,Kijauri Sub County Hospital,-0.763007,35.016616,1887.8,4.533,n_13692,n,13692,Level 4,Nyamira,Borabu,Borabu,Nyansiongo,Level 4,Government/Public entity,urban,Urban,Hospital,0,0,0,0,0,0,0
847,847,Lumumba Sub County Hospital,-0.098875,34.766866,1166.200073,7.8,n_13738,n,13738,Level 4,Kisumu,Kisumu Central,Kisumu Central,Shauri Moyo Kaloleni,Level 4,Government/Public entity,urban,Urban,Hospital,0,0,0,0,0,0,0
848,848,Maseno Mission Hospital,0.000666,34.611882,1562.300049,5.716,n_13781,n,13781,Level 4,Kisumu,Kisumu West,Kisumu West,North West Kisumu,Level 4,Faith Based Organization,rural,Rural,Hospital,0,0,0,0,0,0,0
849,849,Nyakach County Hospital,-0.312745,34.937812,1157.300049,4.54,n_13921,n,13921,Level 4,Kisumu,Nyakach,Nyakach,Central Nyakach,Level 4,Government/Public entity,rural,Rural,Hospital,0,0,0,0,0,0,0
850,850,Rongo Sub County Hospital,-0.757306,34.599956,1515.1,8.3,n_14058,n,14058,Level 4,Migori,Rongo,Rongo,Central Kamagambo,Level 4,Government/Public entity,urban,Urban,Hospital,0,0,0,0,0,0,0
851,851,Sori Lakeside Nursing and Maternity Home,-0.840835,34.154921,1161.1,6.88,n_14098,n,14098,Level 3,Migori,Nyatike,Nyatike,Kachien'g,Level 3,Private,rural,Rural,Nursing Home,0,0,0,0,0,0,0
852,852,Andersen Medical Centre,1.204358,34.78807,1977.800049,4.4,n_14203,n,14203,Level 3,Trans Nzoia,Endebess,Endebess,Chepchoina,Level 3,Private,rural,Rural,Medical Center,0,0,0,0,0,0,0
853,853,Annex Hospital (Nakuru),-0.282321,36.081393,1851.099976,28.1,n_14207,n,14207,Level 4,Nakuru,Nakuru Town East,Nakuru West,London,Level 4,Government/Public entity,urban,Urban,Hospital,0,0,0,0,0,0,0
854,854,Bahati District Hospital,-0.170184,36.123396,1921.900024,8.1,n_14224,n,14224,Level 4,Nakuru,Bahati,Nakuru North,Bahati,Level 4,Government/Public entity,rural,Rural,Hospital,0,0,0,0,0,0,0
855,855,Elgon View Hospital,0.477584,35.264989,2114.5,9.209,n_14438,n,14438,Level 4,Uasin Gishu,Kesses,Kesses,Racecourse,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
856,856,Kaptumo Sub-County Hospital,0.070464,35.069602,232.0,21.85,n_14792,n,14792,Level 4,Nandi,Aldai,Aldai,Kaptumo/Kaboi,Level 4,Government/Public entity,urban,Urban,Hospital,0,0,0,0,0,0,0
857,857,Londiani District Hospital,-0.175144,35.590934,2316.6,2.15,n_15074,n,15074,Level 4,Kericho,Kipkelion East,Kipkelion East,Kedowa/Kimugul,Level 4,Government/Public entity,rural,Rural,Hospital,0,0,0,0,0,0,0
858,858,Siloam Hospital,-0.374033,35.274476,1942.300049,25.614,n_15571,n,15571,Level 4,Kericho,Ainamoi,Ainamoi,Kipchebor,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
859,859,Valley Hospital Limited,-0.288437,36.063772,1828.700073,16.393,n_15764,n,15764,Level 4,Nakuru,Nakuru Town East,Nakuru East,Biashara,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
860,860,Likuyani Sub-County Hospital,0.711124,35.106849,1912.5,13.05,n_15961,n,15961,Level 4,Kakamega,Likuyani,Likuyani,Likuyani,Level 4,Government/Public entity,rural,Rural,Hospital,0,0,0,0,0,0,0
861,861,Lumino Maternity and Nursing Home,0.302053,34.764166,1542.0,16.319,n_15971,n,15971,Level 3,Kakamega,Lurambi,Lurambi,Mahiakalo,Level 3,Private,urban,Urban,Nursing Home,0,0,0,0,0,0,0
862,862,Malava Sub County Hospital,0.448766,34.853919,1670.8,5.866,n_15996,n,15996,Level 4,Kakamega,Malava,Malava,Shirungu-mugai,Level 4,Government/Public entity,rural,Rural,Hospital,0,0,0,0,0,0,0
863,863,Neema Hospital (Ruiru),-1.188965,36.933812,1541.0,7.625,n_18061,n,18061,Level 4,Kiambu,Ruiru,Ruiru,Kahawa/Sukari,Level 4,Faith Based Organization,urban,Urban,Hospital,0,0,0,0,0,0,0
864,864,Medina Hospital,-0.465917,39.649954,120.599998,9.5,n_19037,n,19037,Level 4,Garissa,Garissa Township,Garissa,Iftin,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
865,865,The Nairobi Hospital Out-patient Centre Galeria,-1.343675,36.764601,1791.0,15.673,n_19101,n,19101,Level 3,Nairobi,Langata,Langata,Mugumo-ini,Level 3,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
866,866,Fountain Healthcare,0.511127,35.29066,2092.599854,20.0,n_19173,n,19173,Level 2,Uasin Gishu,Ainabkoi,Ainabkoi,Kapsoya,Level 5,Private,rural,Rural,Hospital,0,0,0,0,0,0,0
867,867,Khairat Medical Centre,-3.628615,39.849672,-2.5,28.1,n_20321,n,20321,Level 2,Kilifi,Kilifi North,Kilifi North,Sokoni,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
868,868,Radiant Group of Hospital (Kiambu),-1.165059,36.823189,1792.1,7.425,n_20383,n,20383,Level 4,Kiambu,Kiambu,Kiambu Town,Ndumberi,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
869,869,Janeiro Nursing Home,-0.47626,34.547735,1155.4,5.18,n_21135,n,21135,Level 3,Homa Bay,Rangwe,Rangwe,Kochia,Level 4,Private,rural,Rural,Hospital,0,0,0,0,0,0,0
870,870,Nairobi Women's Hospital (Kitengela),-1.488168,36.95529,1557.400024,4.86,n_21283,n,21283,Level 3,Kajiado,Kajiado East,Kajiado East,Kitengela,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
871,871,Cana Hospital (Kajiado),-1.420897,36.705948,1828.099976,20.4,n_218791,n,218791,Level 3,Kajiado,,,Nkaimurunya,Level 3,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
872,872,Mama Asha Nursing Home,3.933869,41.864259,201.3,3.893,n_23342,n,23342,Level 3,Mandera,Mandera East,Mandera East,Township,Level 3,Private,urban,Urban,Nursing Home,0,0,0,0,0,0,0
873,873,Oasis Maternity and Nursing Home,-0.675829,34.996284,937.800049,6.075,n_23702,n,23702,Level 4,Nyamira,West Mugirango,Nyamira,Bosamaro,Level 4,Private,rural,Rural,Nursing Home,0,0,0,0,0,0,0
874,874,Kory Family HospitaI (Kimilili),0.781939,34.725251,1652.400024,2.74,n_23738,n,23738,Level 4,Bungoma,Kimilili,Kimilili,Kimilili,Level 4,Private,rural,Rural,Hospital,0,0,0,0,0,0,0
875,875,Ravine glory health services kabarak,-0.153911,35.959135,1831.099976,20.0,n_23813,n,23813,Level 2,Nakuru,Rongai,Rongai,Soin,Level 3,Private,urban,Urban,Health Center,0,0,0,0,0,0,0
876,876,Tsavo Comprehensive Annex Medical Clinic,-3.392906,38.583321,529.300049,28.1,n_23849,n,23849,Level 2,Taita Taveta,Voi,Voi,Kaloleni,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
877,877,Oasis Health Siaya,0.059727,34.290022,1312.200073,27.004999,n_24098,n,24098,Level 4,Siaya,Alego Usonga,Alego Usonga,Siaya Township,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
878,878,Jamii Wellness Hospital,-1.266662,36.885794,773.700012,13.621,n_2414444,n,2414444,Level 2,Nairobi,Embakasi West,Embakasi West,Kariobangi South,Level 3,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
879,879,Thika Nursing Hospital,-1.040627,37.070685,1506.3,4.14,n_24150,n,24150,Level 4,Kiambu,Thika Town,Thika Town,Kamenu,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
880,880,Hawi Family Hospital,-0.52925,34.723529,1424.0,14.75,n_24237,n,24237,Level 4,Homa Bay,Kasipul,Rachuonyo South,West Kasipul,Level 4,Private,rural,Rural,Hospital,0,0,0,0,0,0,0
881,881,Nairobi Adventist Hospital Limited,-1.22414,36.783204,1748.0,20.896999,n_24563,n,24563,Level 4,Nairobi,Westlands,Westlands,Karura,Level 4,Faith Based Organization,urban,Urban,Hospital,0,0,0,0,0,0,0
882,882,Living Room International,0.490696,35.330671,2162.5,20.0,n_24724,n,24724,Level 4,Uasin Gishu,Ainabkoi,Ainabkoi,Kapsoya,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
883,883,Oasis Doctors Plaza Kakamega,0.279226,34.752094,1543.0,29.049999,n_24868,n,24868,Level 2,Kakamega,Lurambi,Lurambi,Shirere,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
884,884,Kirinyaga Treatment Centre,-0.627244,37.255671,1220.599976,15.033,n_25158,n,25158,Level 3,Kirinyaga,Mwea,Kirinyaga North/Mwea West,Mutithi,Level 3,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
885,885,The Makueni Doctors Plaza Ltd,-1.785883,37.628425,1117.700073,8.875,n_25374186,n,25374186,Level 3,Makueni,Makueni,Makueni,Wote,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
886,886,Arawelo Medical Centre Limited,-1.320635,36.823667,1648.5,14.059,n_25471,n,25471,Level 3,Nairobi,Langata,Langata,South C,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
887,887,Health Gate Hospital,-1.27966,36.846032,1632.900024,24.9,n_25644,n,25644,Level 4,Nairobi,Starehe,Starehe,Pangani,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
888,888,Mandera Wellness Centre Annex,3.931558,41.832122,184.699997,20.0,n_26347,n,26347,Level 3,Mandera,Mandera East,Mandera East,Township,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
889,889,Haven Health Care,-1.2758,36.989295,1547.0,20.0,n_27681,n,27681,Level 3,Nairobi,Kasarani,Kasarani,Ruai,Level 3,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
890,890,Village of Hope,0.589759,34.929094,1790.5,3.9,n_28369,n,28369,Level 4,Uasin Gishu,Turbo,Turbo,Ngenyilel,Level 4,Non-Governmental Organization,rural,Rural,Hospital,0,0,0,0,0,0,0
891,891,Bethesda Health Care Services Company Limited,0.102698,35.177083,0.0,22.5,n_28437,n,28437,Level 4,Nandi,Nandi Hills,Nandi Hills,Nandi Hills,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
892,892,Marah  Medical Centre,-1.20695,36.952947,1518.2,4.35,n_28501,n,28501,Level 3,Kiambu,Ruiru,Ruiru,Mwihoko,Level 3,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
893,893,Mama Margaret Uhuru Hospital,-1.250905,36.885966,1583.300049,15.417,n_28885,n,28885,Level 5,Nairobi,Ruaraka,Ruaraka,Korogocho,Level 5,Government/Public entity,urban,Urban,Hospital,0,0,0,0,0,0,0
894,894,Ravine Specialist Hospital,0.055025,35.731509,2090.099854,20.9,n_28889,n,28889,Level 4,Baringo,Eldama Ravine,Koibatek,Ravine,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
895,895,Megalife Hospital Limited,-1.273863,36.998714,1528.0,20.9,n_29169,n,29169,Level 4,Nairobi,Kasarani,Kasarani,Ruai,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
896,896,Libken Medical Centre Limited,-1.278142,36.851745,1630.0,4.3,n_29636,n,29636,Level 3,Nairobi,Kamukunji,Kamukunji,Airbase,Level 3,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
897,897,RFH Healthcare -Syokimau,-1.374105,36.923088,1613.599976,13.517,n_30147,n,30147,Level 4,Machakos,Mavoko,Athi River,Syokimau/Mulolongo,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
898,898,Care Giver Community Hospital,-1.423283,36.695384,1867.900024,20.0,n_30261,n,30261,Level 4,Kajiado,Kajiado North,Kajiado North,Olkeri,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
899,899,Bristol Park Hospital -Kitengela (Kajiado),-1.47471,36.971948,1567.5,11.0,n_4547,n,4547,Level 4,Kajiado,,,Kitengela,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
900,900,Lemayian (Kajiado),-1.48302,36.957536,1567.900024,20.0,n_5016,n,5016,Level 4,Kajiado,,,Kitengela town,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
901,901,Nairobi Women Hospital Ongata Rongai,-1.396028059,36.746045,1740.0,24.9,o18195,o18195,,Level 4,Kajiado,Kajiado North,Kajiado North,Nkaimurunya,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
902,902,The Nakuru Specialist Hospital,-0.302299055,36.141737,1868.5,3.9,o25095,o25095,,Level 4,Nakuru,Nakuru Town East,Nakuru East,Nakuru East,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
903,903,Beta Care Nursing Home,-1.292066,36.821946,-0.172779,1.725,n_10058,n,10058,Level 3,Kiambu,Githunguri,Githunguri,Githunguri,Level 3,Faith Based Organization,rural,Rural,Medical Center,0,0,0,0,0,0,0
904,904,Charity Medical Centre,0.029962,36.357691,2375.0,6.22,n_10089,n,10089,Level 4,Laikipia,Laikipia West,Laikipia West,Igwamiti,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
905,905,Kigumo Level 4 Hospital Githunguri,-1.292066,36.821946,-0.171293,3.9,n_10587,n,10587,Level 3,Kiambu,Githunguri,Githunguri,Komothai,Level 4,Government/Public entity,rural,Rural,Hospital,0,0,0,0,0,0,0
906,906,Kikuyu (PCEA) Hospital,-1.264983,36.668162,1991.099976,4.9,n_10603,n,10603,Level 4,Kiambu,Kikuyu,Kikuyu,Kikuyu,Level 4,Faith Based Organization,rural,Rural,Hospital,0,0,0,0,0,0,0
907,907,Mwea Medical Centre,-0.688921,37.36267,1172.2,7.22,n_10806,n,10806,Level 2,Kirinyaga,Mwea,Kirinyaga South,Tebere,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
908,908,Othaya Sub County Hospital,-0.542829,36.941876,1849.700073,8.42,n_10922,n,10922,Level 4,Nyeri,Nyeri South,Nyeri South,Iria-ini,Level 4,Government/Public entity,urban,Urban,Hospital,0,0,0,0,0,0,0
909,909,Outspan Hospital,-0.423923,36.935505,1836.700073,20.65,n_10924,n,10924,Level 4,Nyeri,Nyeri Town,Nyeri Central,Kamakwa/Mukaro,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
910,910,Jocham Hospital,-4.032792,39.683466,18.9,2.2,n_11434,n,11434,Level 4,Mombasa,Kisauni,Kisauni,Mjambere,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
911,911,Kinango Sub County Hospital,-4.139324,39.313074,182.399994,28.1,n_11480,n,11480,Level 4,Kwale,Kinango,Kinango,Kinango,Level 4,Government/Public entity,rural,Rural,Hospital,0,0,0,0,0,0,0
912,912,Consolata Mission Hospital (Nkubu),-0.069445,37.6671,1507.3,4.72,n_11976,n,11976,Level 4,Meru,South Imenti,Imenti South,Nkuene,Level 4,Faith Based Organization,urban,Urban,Hospital,0,0,0,0,0,0,0
913,913,Consolata Kyeni Hospital,-0.412969,37.587325,1513.3,6.64,n_12413,n,12413,Level 4,Embu,Runyenjes,Runyenjes,Kyeni North,Level 4,Faith Based Organization,rural,Rural,Hospital,0,0,0,0,0,0,0
914,914,Embu Children Hospital,-0.542668,37.465868,1304.0,7.85,n_12790,n,12790,Level 4,Embu,Manyatta,Manyatta,Mbeti North,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
915,915,The Karen Hospital,-1.335956,36.725866,1826.700073,25.667999,n_13004,n,13004,Level 4,Nairobi,Langata,Langata,Karen,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
916,916,Radiant Pangani Hospital,-1.269352,36.840608,1644.400024,22.174999,n_13158,n,13158,Level 4,Nairobi,Starehe,Starehe,Pangani,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
917,917,Christamarianne Mission Hospital,-0.68145,34.771999,1749.8,29.226999,n_13527,n,13527,Level 4,Kisii,Nyaribari Chache,Nyaribari Chache,Kisii Central,Level 4,Faith Based Organization,urban,Urban,Hospital,0,0,0,0,0,0,0
918,918,Chulaimbo County Hospital,-0.037746,34.638469,643.400024,7.18,n_13528,n,13528,Level 4,Kisumu,Kisumu West,Kisumu West,North West Kisumu,Level 4,Government/Public entity,rural,Rural,Hospital,0,0,0,0,0,0,0
919,919,Nyangena Hospital,-0.662701,34.748953,1577.5,12.911,n_13925,n,13925,Level 4,Kisii,Kitutu Chache South,Kitutu Chache South,Kitutu Central,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
920,920,St Joseph's Nyansiongo Health Centre,-0.787326,34.980778,2061.3,3.733,n_13936,n,13936,Level 3,Nyamira,Borabu,Borabu,Nyansiongo,Level 3,Faith Based Organization,rural,Rural,Health Center,0,0,0,0,0,0,0
921,921,Ram Hospital,-0.676431,34.773969,1652.599976,20.0,n_14028,n,14028,Level 4,Kisii,Kitutu Chache South,Kitutu Chache South,Kitutu Central,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
922,922,Gilgil Sub County Hospital,-0.503255,36.322408,1992.900024,3.6,n_14510,n,14510,Level 4,Nakuru,Gilgil,Gilgil,Gilgil,Level 4,Government/Public entity,urban,Urban,Hospital,0,0,0,0,0,0,0
923,923,Kitengela Medical Services,-1.470911,36.96328,1549.400024,8.816,n_14951,n,14951,Level 2,Kajiado,Kajiado East,Kajiado East,Kitengela,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
924,924,Meteitei Sub-District Hospital,0.005796,35.307483,1585.400024,20.0,n_15181,n,15181,Level 4,Nandi,Tinderet,Tinderet,Tinderet,Level 4,Government/Public entity,rural,Rural,Hospital,0,0,0,0,0,0,0
925,925,Mosoriot Sub County Hospital,0.321381,35.172649,2090.599854,21.299,n_15229,n,15229,Level 4,Nandi,Chesumei,Chesumei,Lelmoko/Ngechek,Level 4,Government/Public entity,rural,Rural,Hospital,0,0,0,0,0,0,0
926,926,Nanyuki Cottage Hospital,0.002902,37.078452,1952.5,3.58,n_15304,n,15304,Level 4,Laikipia,Laikipia East,Laikipia East,Nanyuki,Level 4,Government/Public entity,urban,Urban,Hospital,0,0,0,0,0,0,0
927,927,Emuhaya Sub County Referral Hospital,0.037746,34.626274,1551.2,3.95,n_15876,n,15876,Level 4,Vihiga,Luanda,Luanda,Emabungo,Level 4,Government/Public entity,rural,Rural,Hospital,0,0,0,0,0,0,0
928,928,Mt Elgon Sub County Hospital,0.841789,34.714304,1949.442139,8.576,n_16025,n,16025,Level 4,Bungoma,Mt. Elgon,Mt Elgon,Elgon,Level 4,Government/Public entity,urban,Urban,Hospital,0,0,0,0,0,0,0
929,929,Matungu Sub County Hospital,0.38807,34.476449,1321.400024,5.575,n_16037,n,16037,Level 4,Kakamega,Matungu,Matungu,Mayoni,Level 4,Government/Public entity,rural,Rural,Hospital,0,0,0,0,0,0,0
930,930,Teso North Sub County Hospital,0.621023,34.345016,1148.8,7.24,n_16150,n,16150,Level 4,Busia,Teso North,Teso North,Malaba South,Level 4,Government/Public entity,rural,Rural,Hospital,0,0,0,0,0,0,0
931,931,Nairobi Womens Hospital Adams,-1.299196,36.781756,1748.200073,13.1,n_16795,n,16795,Level 4,Nairobi,Dagoretti North,Dagoretti North,Kilimani,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
932,932,Reale Hospital Eldoret,0.507679,35.277424,2072.199951,25.164,n_17243,n,17243,Level 4,Uasin Gishu,Kesses,Kesses,Racecourse,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
933,933,Shalom Community Hospital (Athi River),-1.436154,36.965862,1510.400024,22.5,n_17979,n,17979,Level 4,Machakos,Mavoko,Athi River,Athi River,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
934,934,St Lukes Orthopaedic and Trauma Hospital,0.510325,35.28382,2086.0,9.478,n_18776,n,18776,Level 4,Uasin Gishu,Ainabkoi,Ainabkoi,Kapsoya,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
935,935,Lumboka medical Services,0.565407,34.564715,1455.5,7.625,n_18852,n,18852,Level 4,Bungoma,Kanduyi,Kanduyi,Khalaba,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
936,936,Imbirikani Sub County Hospital,-2.546587,37.530615,1206.800049,8.576,n_19108,n,19108,Level 4,Kajiado,Kajiado South,Loitokitok,Imbrikani/Eselelnkei,Level 4,Government/Public entity,rural,Rural,Hospital,0,0,0,0,0,0,0
937,937,Avenue Hospital Kisumu,-0.091165,34.767909,1177.800049,28.1,n_20123,n,20123,Level 4,Kisumu,Kisumu Central,Kisumu Central,Railways,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
938,938,Avenue Hospital Thika,-1.038622,37.077528,1498.700073,12.798,n_20628,n,20628,Level 4,Kiambu,Thika Town,Thika Town,Township,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
